time,open,high,low,close,signal,position,strategy_returns,rsi,macd_histogram,price_momentum,ema_fast,ema_slow,cumulative
2025-06-06 08:30:00,3369.17,3369.54,3365.24,3366.22,hold,0.0,0.0,,-0.1805538525143051,-0.002220107833809104,3369.9189019548003,3369.4844401465525,1.0
2025-06-06 08:45:00,3366.19,3366.87,3362.23,3366.03,hold,0.0,0.0,54.390345401581754,-0.3530882824942373,-0.00235035388682725,3369.0282979867275,3369.0581426890335,1.0
2025-06-06 09:00:00,3365.99,3366.86,3361.64,3362.88,hold,0.0,0.0,48.08682855040473,-0.5886611540453732,-0.0019350626224253764,3367.6297612441936,3368.319721094964,1.0
2025-06-06 09:15:00,3362.9,3366.95,3361.93,3364.82,hold,0.0,0.0,51.49535922997654,-0.6064995062501302,-0.0004158967625406129,3366.9939672294263,3367.91306425518,1.0
2025-06-06 09:30:00,3364.74,3365.23,3358.4,3358.4,hold,0.0,0.0,45.4490291262136,-0.9005563863192845,-0.002266765299180351,3365.057180436202,3366.83493887264,1.0
2025-06-06 09:45:00,3358.31,3361.25,3356.12,3360.76,hold,0.0,0.0,40.146471371505434,-0.910154336464601,-0.0006304120277856873,3364.0917775572084,3366.1615582847057,1.0
2025-06-06 10:00:00,3360.74,3362.14,3356.81,3361.36,hold,0.0,0.0,33.75092114959543,-0.8318712985457191,-0.0010282868028601566,3363.4795497142004,3365.6397298705397,1.0
2025-06-06 10:15:00,3361.36,3362.34,3358.75,3360.49,hold,0.0,0.0,33.248638838475856,-0.7782817762709107,0.0006223201524535593,3362.8108163532775,3365.089834108473,1.0
2025-06-06 10:30:00,3360.48,3360.62,3357.36,3358.98,hold,0.0,0.0,29.43262411347554,-0.7757186368525151,-0.0005296421047620292,3361.955155981882,3364.4476106169977,1.0
2025-06-06 10:45:00,3358.96,3359.73,3352.84,3359.47,hold,0.0,0.0,26.703499079189598,-0.6972291289981096,-0.0005622724135470047,3361.40069773983,3363.9317262426944,1.0
2025-06-06 11:00:00,3359.51,3362.2,3358.54,3358.65,hold,0.0,0.0,25.93917710196797,-0.6453209314517971,-0.0005475391981525357,3360.7875381389613,3363.3912048816956,1.0
2025-06-06 11:15:00,3358.6,3364.92,3358.45,3363.95,hold,0.0,0.0,34.57648546144058,-0.27567800470339265,0.0014796158357595068,3361.491999400473,3363.4477446741435,1.0
2025-06-06 11:30:00,3364.21,3367.63,3363.04,3367.11,hold,0.0,0.0,40.08683068017372,0.15645394699730386,0.002274168246777064,3362.7427804985286,3363.814529773341,1.0
2025-06-06 11:45:00,3367.1,3367.68,3365.1,3365.31,hold,0.0,0.0,43.56715948411426,0.32752933550096874,0.0019829395739359157,3363.314103812147,3363.9629334934766,1.0
2025-06-06 12:00:00,3365.42,3365.42,3359.39,3360.56,sell,0.0,0.0007131586688893716,41.51678657074355,0.15818219088426733,-0.0010077438725307752,3362.701388341007,3363.628030259998,1.0007131586688893
2025-06-06 12:15:00,3360.6,3360.71,3355.47,3355.68,sell,0.0,0.0007141666865046573,36.39947437582087,-0.22446234762001094,-0.0033946024929391028,3361.139707210592,3362.851644892675,1.0014278346695575
2025-06-06 12:30:00,3355.81,3359.3,3355.47,3357.25,sell,0.0,-0.000447003289944214,42.28132711817923,-0.34985250820830327,-0.0023950245296866512,3360.274736525155,3362.3081423702856,1.0009801931328186
2025-06-06 12:45:00,3357.25,3357.49,3352.85,3356.71,sell,0.0,0.0007148708019957081,38.437410892500594,-0.42921797733991207,-0.001145642392934465,3359.482151436127,3361.768281702785,1.0016957646462652
2025-06-06 13:00:00,3356.83,3360.3,3356.71,3357.89,hold,0.0,0.0,49.14515588333855,-0.3743278719344465,0.0006585848471845068,3359.128193628842,3361.3963325787117,1.0016957646462652
2025-06-06 13:15:00,3357.89,3358.73,3355.84,3356.66,sell,-0.33333333333333326,0.00041990654845752414,42.85714285714218,-0.3790922874140956,-0.00017573907215728823,3358.57952968068,3360.9443498862483,1.0021163832574025
2025-06-06 13:30:00,3356.67,3358.63,3356.61,3357.58,hold,0.0,0.0001429469101132015,43.487250172294615,-0.2931417617122718,0.0002591823541502336,3358.3573563931186,3360.6247384628605,1.0022596326979631
2025-06-06 13:45:00,3357.55,3360.83,3357.08,3360.58,hold,0.0,0.0,50.144462279293975,-0.030171158477142912,0.000801098308759407,3358.8513733182126,3360.6205056468157,1.0022596326979631
2025-06-06 14:00:00,3360.7,3364.13,3360.68,3361.74,hold,0.0,0.0,54.480519480519135,0.22046842174825287,0.0015134091626796131,3359.493387518766,3360.7260329553296,1.0022596326979631
2025-06-06 14:15:00,3361.75,3362.64,3360.35,3360.91,hold,0.0,0.0,52.312138728323795,0.3303056890133098,0.000991785750451113,3359.8082273509535,3360.7433163353635,1.0022596326979631
2025-06-06 14:30:00,3360.91,3364.22,3360.13,3362.74,hold,0.0,0.0,56.36080870917524,0.5059972054316506,0.0006427461926215017,3360.459792034311,3360.930332880032,1.0022596326979631
2025-06-06 14:45:00,3362.87,3362.94,3358.18,3358.35,sell,0.0,0.00071370370590652,41.037131882202516,0.3355983919730159,-0.0010084063609916427,3359.990915973725,3360.689313544741,1.0029749491121003
2025-06-06 15:00:00,3358.37,3360.32,3355.84,3356.54,sell,0.0,0.0007146366519273129,32.318501170959834,0.11285907662825023,-0.0013002430889252903,3359.22400328447,3360.3027069736386,1.0036917117717006
2025-06-06 15:15:00,3356.53,3359.51,3353.97,3358.86,hold,0.0,0.0,39.39493587635671,0.1208008541534773,-0.0011538209912154151,3359.143110181262,3360.1685884551875,1.0036917117717006
2025-06-06 15:30:00,3358.7,3364.17,3343.51,3353.14,sell,0.0,0.0007145281434772782,38.17718291905665,-0.21997745157702364,-0.0015513570652254671,3357.8090410019317,3359.5165283954702,1.0044088777471363
2025-06-06 15:45:00,3353.49,3359.45,3351.77,3353.48,sell,-0.6666666666666666,5.1692841137872914e-05,45.901639344262655,-0.3891349029449691,-0.0009116530713174642,3356.8470068222123,3358.9575459151038,1.004460798495691
2025-06-06 16:00:00,3353.39,3358.43,3346.81,3355.94,hold,0.0,0.000477164687427325,47.63793725207366,-0.3102589842456034,-0.0008693425745640582,3356.645445665585,3358.6785928698596,1.0049400917186382
2025-06-06 16:15:00,3355.91,3360.93,3348.86,3353.78,hold,0.0,0.0,45.008517887564146,-0.3646966646426004,0.00019086587497096907,3356.008669924523,3358.2264427882074,1.0049400917186382
2025-06-06 16:30:00,3354.1,3355.36,3345.52,3346.83,sell,0.0,0.0007156104455271637,34.25398633257427,-0.7960964745447816,-0.001983014659398652,3353.9689404892843,3357.175991166214,1.0056592373454012
2025-06-06 16:45:00,3346.81,3352.07,3342.53,3343.21,sell,0.0,0.0007170964763672165,32.07144761396995,-1.233313408739387,-0.0037932740156260136,3351.5780420260126,3355.890320709665,1.0063803920409278
2025-06-06 17:00:00,3342.47,3344.85,3333.74,3333.99,hold,0.0,0.0,24.252346649203304,-1.9973560679205193,-0.005900804465409304,3347.669559254462,3353.8765499442466,1.0063803920409278
2025-06-06 17:15:00,3333.94,3335.55,3316.79,3324.17,hold,0.0,0.0,15.409462283868734,-2.9599826818350192,-0.006770585897700188,3342.4474048515167,3351.1478283413385,1.0063803920409278
2025-06-06 17:30:00,3324.26,3334.2,3322.64,3333.72,hold,0.0,0.0,27.040314650934135,-2.7810691018403397,-0.0028385892600226725,3340.5079728496507,3349.548493896579,1.0063803920409278
2025-06-06 17:45:00,3333.8,3333.8,3322.44,3326.15,hold,0.0,0.0,24.350649350649434,-2.9599763987902517,-0.0023515367472607407,3337.317301082204,3347.403082289005,1.0063803920409278
2025-06-06 18:00:00,3325.88,3329.8,3323.45,3324.07,hold,0.0,0.0,21.570357300397177,-3.0037217099837994,-3.008269733495439e-05,3334.373448407245,3345.265338004266,1.0063803920409278
2025-06-06 18:15:00,3323.93,3331.65,3323.78,3330.84,hold,0.0,0.0,30.458871998863614,-2.3986195593086013,-0.000863899787624578,3333.588235992499,3343.9446458020197,1.0063803920409278
2025-06-06 18:30:00,3330.87,3336.74,3328.65,3333.85,hold,0.0,0.0,34.15281463891594,-1.6488817088405208,0.0023149888008657804,3333.6464058674524,3343.021039544082,1.0063803920409278
2025-06-06 18:45:00,3333.9,3334.92,3331.7,3332.22,hold,0.0,0.0,31.212976022566664,-1.1356838366927615,0.0024518135899664895,3333.329426381006,3342.0333803755893,1.0063803920409278
2025-06-06 19:00:00,3332.22,3332.69,3329.14,3329.38,hold,0.0,0.0,32.53454866215813,-0.8713484681806305,-0.00043832786924624667,3332.451775202398,3340.876956337078,1.0063803920409278
2025-06-06 19:15:00,3329.36,3331.97,3323.97,3323.98,hold,0.0,0.0,29.81663929939765,-0.9363692651560003,-0.00296054111612698,3330.569157036394,3339.3334474346025,1.0063803920409278
2025-06-06 19:30:00,3324.02,3325.68,3321.48,3324.88,hold,0.0,0.0,28.285794183444935,-0.8051626172071487,-0.00220273571372831,3329.304899157567,3338.0137286971785,1.0063803920409278
2025-06-06 19:45:00,3324.86,3325.76,3320.99,3322.76,hold,0.0,0.0,28.30162283156102,-0.7466594963765054,-0.0019883581928166194,3327.8504764428617,3336.6214933911256,1.0063803920409278
2025-06-06 20:00:00,3322.77,3326.8,3322.69,3325.61,hold,0.0,0.0,34.25348768180454,-0.4211702096921188,0.0004903759950420916,3327.3525926079237,3335.616818952746,1.0063803920409278
2025-06-06 20:15:00,3325.59,3326.39,3323.24,3323.99,hold,0.0,0.0,35.30131538696811,-0.22699743514968773,-0.00026767883352185606,3326.605349594914,3334.556352553307,1.0063803920409278
2025-06-06 20:30:00,3324.17,3324.29,3321.64,3322.24,hold,0.0,0.0,39.854947332066814,-0.13309079752320851,-0.00015649640660186925,3325.6352716938536,3333.433331134031,1.0063803920409278
2025-06-06 20:45:00,3322.21,3324.39,3321.42,3323.63,hold,0.0,0.0,49.454324979789845,0.0920902284854428,-0.0005953794942882285,3325.1896556856777,3332.53969363666,1.0063803920409278
2025-06-06 21:00:00,3323.71,3323.96,3313.74,3315.34,sell,0.0,0.0007221020390356601,30.941518042306384,-0.22568637817728465,-0.0026022942307286634,3323.0008430199396,3330.9722173437663,1.007107101374066
2025-06-06 21:15:00,3315.22,3317.48,3314.39,3315.95,hold,0.0,0.0,37.63936015511351,-0.30270983347341573,-0.0018933009054131755,3321.4339888534087,3329.6034908933457,1.007107101374066
2025-06-06 21:30:00,3315.94,3320.09,3314.94,3319.55,hold,0.0,0.0,44.717157550257184,-0.034482168563753746,-0.0012275734663605986,3321.0153246300747,3328.687669565652,1.007107101374066
2025-06-06 21:45:00,3319.57,3319.75,3316.56,3317.49,hold,0.0,0.0,32.46650906225355,0.077118361890963,0.0006485006062726395,3320.2319191076954,3327.6678089007974,1.007107101374066
2025-06-06 22:00:00,3317.48,3318.99,3315.21,3316.04,hold,0.0,0.0,25.609422076144043,0.12318689748198874,2.7141543147646274e-05,3319.300381482863,3326.6089508179366,1.007107101374066
2025-06-06 22:15:00,3316.16,3317.72,3313.58,3315.03,hold,0.0,0.0,26.05182502089795,0.15338698296984177,-0.0013616303414619724,3318.3514077840773,3325.554703675054,1.007107101374066
2025-06-06 22:30:00,3315.09,3316.01,3312.81,3315.8,hold,0.0,0.0,29.923122412773978,0.284754464793596,-0.0005094212793406161,3317.784428259809,3324.6666755408114,1.007107101374066
2025-06-06 22:45:00,3315.85,3316.02,3311.35,3312.44,hold,0.0,0.0,31.84392699811245,0.20955672649618595,-0.0010856322601656698,3316.5967775082063,3323.553750365127,1.007107101374066
2025-06-06 23:00:00,3312.47,3312.84,3307.13,3307.39,hold,0.0,0.0,25.661007514611924,-0.09913784649189328,-0.002304654859835442,3314.550826914382,3322.0826250768678,1.007107101374066
2025-06-06 23:15:00,3307.43,3311.89,3307.43,3311.08,hold,0.0,0.0,34.42666666666666,0.017872161506446105,-0.00142348754448407,3313.779532033833,3321.08133861755,1.007107101374066
2025-06-06 23:30:00,3311.16,3312.7,3310.83,3311.13,hold,0.0,0.0,29.135446685879643,0.16406478336828556,-0.0003954788615039284,3313.190747131081,3320.1758100084317,1.007107101374066
2025-06-06 23:45:00,3311.07,3312.77,3310.74,3312.12,hold,0.0,0.0,32.57998238919919,0.3803077387922924,0.0014301307072948077,3312.95280332218,3319.4428297252884,1.007107101374066
2025-06-09 01:00:00,3314.04,3321.15,3314.03,3317.33,hold,0.0,0.0,43.45856648014952,0.8967938384842702,0.0018876016284716801,3313.9255137013697,3319.250603161773,1.007107101374066
2025-06-09 01:15:00,3317.38,3318.75,3316.78,3318.06,hold,0.0,0.0,42.446433414700145,1.2872672647486914,0.0020929410805374804,3314.844288439057,3319.1422890929075,1.007107101374066
2025-06-09 01:30:00,3318.06,3318.75,3311.05,3312.21,hold,0.0,0.0,45.45454545454534,1.1564830115927505,2.7172928517060768e-05,3314.2588910058466,3318.5116712336016,1.007107101374066
2025-06-09 01:45:00,3312.28,3314.97,3309.35,3314.94,hold,0.0,0.0,48.618331053351916,1.2494437509011194,-0.0007204589232906455,3314.410248560567,3318.186781935035,1.007107101374066
2025-06-09 02:00:00,3314.82,3318.18,3314.68,3317.07,hold,0.0,0.0,46.465222348916775,1.4367362940691928,-0.0002983671181352454,3315.0013044374064,3318.0852017555703,1.007107101374066
2025-06-09 02:15:00,3317.08,3317.79,3314.67,3315.94,hold,0.0,0.0,47.730600292826175,1.462442238531092,0.001126136325897198,3315.2099034517028,3317.89008816246,1.007107101374066
2025-06-09 02:30:00,3316.02,3316.07,3313.42,3315.57,hold,0.0,0.0,49.28938615058996,1.4305915368111775,0.00019004868866412394,3315.2899249069956,3317.6790774090873,1.007107101374066
2025-06-09 02:45:00,3315.59,3318.57,3314.67,3318.03,hold,0.0,0.0,54.34530706836612,1.5413701904960053,0.00028941204134969034,3315.898830483902,3317.710992339184,1.007107101374066
2025-06-09 03:00:00,3318.12,3318.62,3311.0,3311.77,hold,0.0,0.0,44.96375906023477,1.1766213549875166,-0.0012575619582984032,3314.98131259779,3317.1707039588805,1.007107101374066
2025-06-09 03:15:00,3311.69,3311.69,3304.84,3310.16,hold,0.0,0.0,47.02038682697313,0.8265433911834634,-0.001631695304276537,3313.9099097975536,3316.5331546524963,1.007107101374066
2025-06-09 03:30:00,3310.15,3311.92,3301.78,3302.84,hold,0.0,0.0,44.386873920553036,0.13820741877693976,-0.004578017679165103,3311.4499298412425,3315.287944957167,1.007107101374066
2025-06-09 03:45:00,3302.76,3305.61,3298.4,3305.43,hold,0.0,0.0,42.83540451432905,-0.09476545972395556,-0.0019143841510733672,3310.11216765375,3314.3915211169883,1.007107101374066
2025-06-09 04:00:00,3305.59,3309.31,3301.28,3305.56,sell,0.0,0.0007260779989290625,42.9511516071878,-0.18669711095087038,-0.0013896609227348478,3309.100574841482,3313.588454379404,1.007838339682939
2025-06-09 04:15:00,3305.51,3309.04,3303.99,3306.67,hold,0.0,0.0,43.12389603835503,-0.12250818071507918,0.0011596080948517162,3308.5604470987964,3312.959360710036,1.007838339682939
2025-06-09 04:30:00,3306.75,3308.71,3302.97,3307.18,hold,0.0,0.0,35.47094188376734,-0.0018009564602445849,0.0005294318742190551,3308.253681076783,3312.4338554820592,1.007838339682939
2025-06-09 04:45:00,3307.21,3307.95,3295.1,3295.86,hold,0.0,0.0,25.615114235500826,-0.6062663407795927,-0.002934449836033748,3305.4995297259725,3310.92685770506,1.007838339682939
2025-06-09 05:00:00,3295.87,3299.02,3293.61,3297.9,sell,-0.33333333333333326,9.709150267307601e-05,32.84584032606078,-0.7803448684636782,-0.002652215068331576,3303.810745342226,3309.742395244865,1.0079361922217902
2025-06-09 05:15:00,3298.15,3305.8,3296.9,3301.71,hold,0.0,0.00014563725400958114,34.540780556204524,-0.5608870128629162,-0.001653977104360771,3303.3439130439106,3309.0120638915178,1.0080829852810422
2025-06-09 05:30:00,3302.22,3304.81,3300.24,3302.5,hold,0.0,0.0,32.424607961398806,-0.29757334382812317,0.002014648680465747,3303.156376811917,3308.4199743557865,1.0080829852810422
2025-06-09 05:45:00,3302.51,3307.57,3302.51,3305.54,hold,0.0,0.0,38.00738007380041,0.12359822789461106,0.002316625731526134,3303.6860708537424,3308.158124843303,1.0080829852810422
2025-06-09 06:00:00,3305.47,3308.96,3305.47,3307.71,hold,0.0,0.0,41.29760850309983,0.5658724964027089,0.0018172401573730568,3304.5802773307273,3308.117381459594,1.0080829852810422
2025-06-09 06:15:00,3307.71,3308.82,3304.31,3304.36,hold,0.0,0.0,35.15743756786071,0.6448329794174956,0.000563209689629085,3304.531326812786,3307.775765032391,1.0080829852810422
2025-06-09 06:30:00,3304.38,3309.39,3304.33,3308.73,hold,0.0,0.0,46.55797101449271,0.9828689339138634,0.0009650465582022871,3305.4643652988575,3307.8625220452336,1.0080829852810422
2025-06-09 06:45:00,3308.76,3312.0,3308.76,3310.8,hold,0.0,0.0,50.717167189601454,1.3166284885210944,0.0009341810497294212,3306.6500618991354,3308.129588945347,1.0080829852810422
2025-06-09 07:00:00,3310.91,3312.09,3309.29,3310.87,hold,0.0,0.0,60.7439122290607,1.4996375204827048,0.001970124320594513,3307.587825921564,3308.3787371106196,1.0080829852810422
2025-06-09 07:15:00,3310.83,3313.16,3310.56,3312.21,hold,0.0,0.0,59.385382059801096,1.6561618493094898,0.001051763063169231,3308.6149757167846,3308.7270590131548,1.0080829852810422
2025-06-09 07:30:00,3312.15,3313.42,3310.18,3312.28,hold,0.0,0.0,59.317803660566206,1.7030916771821833,0.00044702186782652475,3309.4294255575073,3309.050074957307,1.0080829852810422
2025-06-09 07:45:00,3312.28,3312.57,3310.59,3311.72,hold,0.0,0.0,57.11067304984478,1.634797615338619,0.00025673010417204267,3309.9384421002865,3309.292809972957,1.0080829852810422
2025-06-09 08:00:00,3311.72,3312.85,3309.57,3311.3,hold,0.0,0.0,55.81592320722811,1.5030682709696883,-0.0002747410339319911,3310.2410105224467,3309.475291742448,1.0080829852810422
2025-06-09 08:15:00,3311.37,3312.17,3309.75,3311.96,hold,0.0,0.0,82.51211631663986,1.4039597832583897,-9.661018995987813e-05,3310.6230081841277,3309.70118550737,1.0080829852810422
2025-06-09 08:30:00,3311.84,3315.39,3310.33,3315.28,hold,0.0,0.0,83.37173579109088,1.4970000128164531,0.0010749701061685268,3311.657895254325,3310.208373313911,1.0080829852810422
2025-06-09 08:45:00,3315.43,3316.5,3314.23,3314.69,hold,0.0,0.0,78.43996494303227,1.4527292540463215,0.0010237671005344229,3312.3316963089214,3310.6158106109624,1.0080829852810422
2025-06-09 09:00:00,3314.83,3317.18,3312.47,3316.85,hold,0.0,0.0,79.6610169491523,1.496859170054314,0.0014764671070905955,3313.33576379583,3311.182576205914,1.0080829852810422
2025-06-09 09:15:00,3316.84,3320.37,3316.1,3318.77,hold,0.0,0.0,78.67360208062402,1.575361407635393,0.0010527014309500426,3314.5433718412028,3311.8723653564234,1.0080829852810422
2025-06-09 09:30:00,3318.63,3320.52,3317.51,3320.2,hold,0.0,0.0,77.96686072548101,1.6364396206298324,0.0016622972283983906,3315.800400320937,3312.6294463504214,1.0080829852810422
2025-06-09 09:45:00,3320.05,3324.86,3319.53,3324.38,hold,0.0,0.0,93.22107081174377,1.8551308357727285,0.002270226268899833,3317.706978027398,3313.6977083873903,1.0080829852810422
2025-06-09 10:00:00,3324.19,3325.4,3321.57,3323.77,hold,0.0,0.0,88.76288659793696,1.851290650382575,0.0015065822578848032,3319.0543162435333,3314.61339455068,1.0080829852810422
2025-06-09 10:15:00,3323.7,3328.43,3322.91,3325.62,hold,0.0,0.0,88.63399374348145,1.8609188631880418,0.001632431781217969,3320.5133570783046,3315.6140181821656,1.0080829852810422
2025-06-09 10:30:00,3325.6,3326.19,3321.73,3326.04,hold,0.0,0.0,88.83768561187804,1.782999011889905,0.0004993412305451805,3321.741499949793,3316.5618546343007,1.0080829852810422
2025-06-09 10:45:00,3326.01,3327.3,3323.98,3324.24,hold,0.0,0.0,80.09004502250957,1.5085722077328136,0.00014140569293297212,3322.2967221831727,3317.259881187829,1.0080829852810422
2025-06-09 11:00:00,3324.41,3325.49,3322.78,3323.46,hold,0.0,0.0,77.00483091787365,1.1870107073278757,-0.0006495029498259086,3322.5552283646903,3317.823538144226,1.0080829852810422
2025-06-09 11:15:00,3323.54,3324.82,3321.88,3324.82,hold,0.0,0.0,80.46511627907061,0.9866101180742914,-0.00036680256401000477,3323.058510950315,3318.4595901759117,1.0080829852810422
2025-06-09 11:30:00,3324.96,3325.63,3322.59,3323.34,hold,0.0,0.0,76.68439716312001,0.6891867673294105,-0.00027073857483206343,3323.1210640724676,3318.9032701660813,1.0080829852810422
2025-06-09 11:45:00,3323.27,3323.67,3319.81,3319.81,hold,0.0,0.0,65.43452615021565,0.2141590870664145,-0.0010982530254614042,3322.385272056363,3318.9857012268385,1.0080829852810422
2025-06-09 12:00:00,3319.9,3323.45,3319.5,3323.13,hold,0.0,0.0,65.43452615021565,0.08933288424874286,-0.0005082981935864428,3322.550767154949,3319.3624601310344,1.0080829852810422
2025-06-09 12:15:00,3323.08,3323.33,3316.85,3318.66,hold,0.0,0.0,56.77243261685378,-0.3067470808022277,-0.001408221849103719,3321.6861522316267,3319.2985994302926,1.0080829852810422
2025-06-09 12:30:00,3318.73,3322.36,3318.11,3321.75,hold,0.0,0.0,58.1018518518517,-0.3689618409852522,0.000584370792304334,3321.7003406245985,3319.5214562128385,1.0080829852810422
2025-06-09 12:45:00,3321.73,3322.33,3318.62,3318.63,hold,0.0,0.0,49.77735368956764,-0.6140898973638156,-0.001354145037961163,3321.018042708021,3319.440414016501,1.0080829852810422
2025-06-09 13:00:00,3318.67,3319.72,3316.88,3319.26,hold,0.0,0.0,48.46605744125398,-0.7203167230731111,0.00018079586339081466,3320.627366550683,3319.4240126093564,1.0080829852810422
2025-06-09 13:15:00,3319.27,3319.63,3315.81,3316.86,hold,0.0,0.0,36.97158697158748,-0.9256270829570603,-0.0014721156017158954,3319.790173983865,3319.190918836694,1.0080829852810422
2025-06-09 13:30:00,3316.89,3316.89,3312.53,3312.77,sell,0.0,0.0007235759121579117,32.99319727891212,-1.288014524237826,-0.0017657888948150458,3318.2301353207836,3318.607195032944,1.008812409846648
2025-06-09 13:45:00,3312.92,3314.76,3312.12,3314.51,sell,0.0,-0.00045279328175514753,32.76450511945518,-1.354887522621048,-0.0014310418587275553,3317.4034385828318,3318.2347204893513,1.0083556263649183
2025-06-09 14:00:00,3314.65,3317.65,3314.24,3316.88,hold,0.0,0.0,36.60035108250508,-1.189740772214834,6.029799267892599e-06,3317.287118897758,3318.111563399536,1.0083556263649183
2025-06-09 14:15:00,3316.89,3318.79,3315.5,3318.31,hold,0.0,0.0,41.23040520556095,-0.945099331360892,0.0016723165206156132,3317.514425809367,3318.1296031812626,1.0083556263649183
2025-06-09 14:30:00,3318.3,3321.07,3317.01,3320.66,hold,0.0,0.0,46.04296212549448,-0.6025927288188965,0.001855477883608625,3318.213442296174,3318.3596403079982,1.0083556263649183
2025-06-09 14:45:00,3320.79,3321.29,3313.74,3317.4,hold,0.0,0.0,40.04828326180265,-0.5733291155892198,0.00015677383565271263,3318.0326773414686,3318.2723999171976,1.0083556263649183
2025-06-09 15:00:00,3317.45,3318.59,3313.64,3315.47,sell,0.0,0.0007234581298607617,39.57063344818427,-0.6557537936367823,-0.000855857349072342,3317.463193487809,3318.0176353252045,1.0090851294406027
2025-06-09 15:15:00,3315.46,3318.26,3313.07,3318.13,hold,0.0,0.0,47.72110689093897,-0.5094548576994112,-0.0007618967313726133,3317.6113727127404,3318.027850330748,1.0090851294406027
2025-06-09 15:30:00,3318.21,3322.42,3317.77,3319.48,hold,0.0,0.0,44.769274863857824,-0.3099024546699776,0.0006269970458792073,3318.0266232210206,3318.1598643495145,1.0090851294406027
2025-06-09 15:45:00,3319.5,3320.96,3315.54,3320.02,buy,0.6666666666666666,0.00022895152252756134,52.19638242894074,-0.13841687880228004,0.001372354447484181,3318.469595838571,3318.3289680707903,1.009316161017348
2025-06-09 16:00:00,3320.16,3320.46,3314.44,3315.67,sell,0.0,0.00019280128212853347,40.56486654252036,-0.30525651766078926,-0.0007413814407513097,3317.84746343,3318.08724307654,1.0095107584672653
2025-06-09 16:15:00,3315.55,3316.14,3310.73,3313.78,sell,0.0,0.0007238356048702347,42.17489512746068,-0.5177232850669942,-0.0017171364189570992,3316.943582667778,3317.6956746049427,1.0102414782977436
2025-06-09 16:30:00,3313.87,3317.88,3310.91,3314.03,sell,0.0,0.0007242484413570276,41.457040182946756,-0.6099041476303957,-0.0018042059987589676,3316.2961198527164,3317.3624307478835,1.0109731441137948
2025-06-09 16:45:00,3314.01,3321.65,3313.97,3319.38,hold,0.0,0.0,53.7544696066746,-0.29500704510459463,0.0011189292058617628,3316.981426552112,3317.545846490272,1.0109731441137948
2025-06-09 17:00:00,3319.27,3326.42,3317.4,3325.77,buy,0.0,0.000723026589302849,68.12604573340786,0.3255730489964885,0.003618224504945866,3318.934442873865,3318.2934981279473,1.0117041045780601
2025-06-09 17:15:00,3325.77,3326.78,3320.29,3321.97,buy,0.0,-0.00045102337203113864,59.83649789029491,0.4541866238775548,0.0023958745092831357,3319.6090111241165,3318.6277261067403,1.0112478023813156
2025-06-09 17:30:00,3321.94,3322.64,3316.12,3318.29,hold,0.0,0.0,51.79709406066769,0.2743254993086842,-0.0003283745759751211,3319.3158975409797,3318.597023688649,1.0112478023813156
2025-06-09 17:45:00,3318.25,3321.26,3317.91,3320.81,hold,0.0,0.0,53.10019841269844,0.30558444940314333,-0.0014913839501830006,3319.647920309651,3318.7982036198946,1.0112478023813156
2025-06-09 18:00:00,3320.95,3324.17,3320.39,3323.26,buy,0.0,0.0007227152411610694,53.21622958931267,0.46236723831518667,0.0003883237958199892,3320.4506046852844,3319.2038219612427,1.0119786465806873
